Date,negative,positive,neutral,anger,disgust,fear,joy,sadness,surprise,others,Close
2008-08-08,0.958022952079773,0.0023297446314245,0.0396473035216331,0.0057300329208374,0.7470048069953918,0.0072575770318508,0.0027869693003594,0.0180626455694437,0.002183239441365,0.2169747352600097,1296.3199462890625
2008-08-11,0.5206785798072815,0.0125956330448389,0.4667258560657501,0.9739466309547424,0.0097599914297461,0.0018129264935851,0.0030584703199565,0.0012304401025176,0.0021443555597215,0.0080471914261579,1305.3199462890625
2008-08-12,0.6528204679489136,0.0073424088768661,0.3398371338844299,0.0094564370810985,0.7801386117935181,0.0029227477498352,0.002713463269174,0.0021902155131101,0.002594327321276,0.1999842822551727,1289.5899658203125
2008-08-13,0.5625268220901489,0.0074495049193501,0.4300236701965332,0.0070030782371759,0.4894128739833832,0.0042741768993437,0.0040378449484705,0.0039491620846092,0.0024584403727203,0.4888644218444824,1285.8299560546875
2008-08-14,0.5328038334846497,0.0090380162000656,0.4581581056118011,0.0026222332380712,0.0695879012346267,0.0029511970933526,0.0047062542289495,0.0012854802189394,0.0042767669074237,0.9145700931549072,1292.9300537109375
2008-08-15,0.8988766074180603,0.0023197103291749,0.0988036319613456,0.0027985156048089,0.0583151467144489,0.0031355971004813,0.0049362150020897,0.0024084104225039,0.0016848793020471,0.9267212748527528,1298.199951171875
2008-08-18,0.9004149436950684,0.0026565368752926,0.0969285070896148,0.0366564914584159,0.2657870352268219,0.0039015645161271,0.0059698917903006,0.002021032385528,0.0019769819919019,0.6836869120597839,1278.5999755859375
2008-08-19,0.9467725157737732,0.0022824201732873,0.0509450808167457,0.0078352019190788,0.7798442840576172,0.0045602233149111,0.0027068371418863,0.006359620951116,0.0014782473444938,0.1972156316041946,1266.68994140625
2008-08-20,0.4313646554946899,0.007537986151874,0.5610973834991455,0.0015611422713845,0.0178067274391651,0.0038410453125834,0.0062326132319867,0.0035311907995492,0.0012154281139373,0.965811848640442,1274.5400390625
2008-08-21,0.9254313111305236,0.0023712071124464,0.0721975266933441,0.0116144185885787,0.5477601885795593,0.0041552959010005,0.0039383145049214,0.0027283169329166,0.0021697250194847,0.4276337027549743,1277.719970703125
2008-08-22,0.0392658710479736,0.0184275805950164,0.9423065781593324,0.0009636536124162,0.0050850762054324,0.0040813642553985,0.0075173308141529,0.0011754934675991,0.0018129125237464,0.9793640971183776,1292.199951171875
2008-08-25,0.945678412914276,0.0021272134035825,0.0521944761276245,0.0119093768298625,0.8421608805656433,0.0032295347191393,0.0024719799403101,0.0021061662118881,0.001440558466129,0.136681467294693,1266.8399658203125
2008-08-26,0.9241607189178468,0.0026855010073632,0.0731538161635398,0.0029412808362394,0.0434669703245162,0.0027320224326103,0.0055667357519268,0.0020786994136869,0.0015555390855297,0.9416587948799132,1271.510009765625
2008-08-27,0.7739745378494263,0.0088657606393098,0.2171596884727478,0.0068263700231909,0.6515824794769287,0.0041260155849158,0.0039786868728697,0.0026162671856582,0.0025186769198626,0.3283515572547912,1281.6600341796875
2008-08-28,0.6445742845535278,0.0050125462003052,0.3504131734371185,0.0106024229899048,0.7994520664215088,0.0029721846804022,0.0023426618427038,0.0024314026813954,0.0021977049764245,0.1800016015768051,1300.6800537109375
2008-08-29,0.2093493640422821,0.0075211473740637,0.7831294536590576,0.0029539288952946,0.0568927228450775,0.0055698473006486,0.0051891589537262,0.0022151605226099,0.001315489062108,0.9258637428283693,1282.8299560546875
2008-09-02,0.8873984813690186,0.0025268311146646,0.1100747063755989,0.0095002138987183,0.516761839389801,0.0055021285079419,0.0043385652825236,0.0029759050812572,0.0020138476975262,0.4589075148105621,1277.5799560546875
2008-09-03,0.0141327884048223,0.1215186193585395,0.8643486499786377,0.0061496309936046,0.3921253681182861,0.0050917002372443,0.0048432564362883,0.0028083326760679,0.0028136675246059,0.5861679315567017,1274.97998046875
2008-09-04,0.9724058508872986,0.0023999726399779,0.0251941476017236,0.8674923777580261,0.0231195259839296,0.0047222371213138,0.0076304282993078,0.0025818573776632,0.0024285204708576,0.0920249968767166,1236.8299560546875
2008-09-05,0.9222004413604736,0.0023120581172406,0.0754875168204307,0.0051126740872859,0.2149596065282821,0.0077544809319078,0.0045361663214862,0.0116902450099587,0.0017039695521816,0.7542428970336914,1242.31005859375
2008-09-08,0.94159334897995,0.0024048357736319,0.0560017898678779,0.9753361940383912,0.0107575803995132,0.0014907550066709,0.0030517051927745,0.0013248698087409,0.0016794754192233,0.0063594263046979,1267.7900390625
2008-09-09,0.828476071357727,0.0216027125716209,0.149921178817749,0.0111537687480449,0.4609467089176178,0.0030169838573783,0.0056556877680122,0.0019389721564948,0.0028801853768527,0.514407753944397,1224.510009765625
2008-09-10,0.937108874320984,0.0021969354711472,0.0606941506266593,0.0099238771945238,0.936163067817688,0.002031717216596,0.0014180521247908,0.002603163709864,0.0010911572026088,0.0467689968645572,1232.0400390625
2008-09-11,0.4986725747585296,0.0075247846543788,0.4938027560710907,0.1840524822473526,0.0309319216758012,0.0070970356464385,0.0137988086789846,0.0015684553654864,0.0040428745560348,0.7585083842277527,1249.050048828125
2008-09-12,0.9387944340705872,0.0025330905336886,0.0586725398898124,0.9780514240264891,0.0078382501378655,0.0018148743547499,0.0029079490341246,0.0012393789365887,0.0021506769116967,0.0059973676688969,1251.699951171875
2008-09-15,0.909989297389984,0.0024464004673063,0.0875642374157905,0.0075478143990039,0.2871095538139343,0.0039052919019013,0.004347797948867,0.0026991791091859,0.0026576302479952,0.69173264503479,1192.699951171875
2008-09-16,0.8035566806793213,0.0037445768248289,0.1926986873149871,0.0021865351591259,0.0080793369561433,0.0627469569444656,0.0099941510707139,0.0028569952119141,0.0021881849970668,0.9119478464126588,1213.5999755859375
2008-09-17,0.958853542804718,0.002426260150969,0.0387202501296997,0.0014854408800601,0.0105997202917933,0.005091777537018,0.006235911976546,0.0052175563760101,0.0013538151979446,0.9700157642364502,1156.3900146484375
2008-09-18,0.962340533733368,0.0024695168249309,0.0351899899542331,0.0018945714691653,0.011176411062479,0.0180372446775436,0.0078581301495432,0.0031517569441348,0.0012949244119226,0.956587016582489,1206.510009765625
2008-09-19,0.580818772315979,0.0064269471913576,0.4127542972564697,0.0569997131824493,0.1188467815518379,0.0032718444708734,0.0076384600251913,0.0019250238547101,0.0022799945436418,0.8090382218360901,1255.0799560546875
2008-09-22,0.5432883501052856,0.0250237211585044,0.4316880106925964,0.0009968642843887,0.0035308587830513,0.0176531095057725,0.0124562177807092,0.0018065157346427,0.0023312682751566,0.961225152015686,1207.0899658203125
2008-09-23,0.9243255853652954,0.0022053199354559,0.0734690651297569,0.0065619153901934,0.6529785394668579,0.0034055628348141,0.003985864110291,0.0028824200853705,0.0030933895613998,0.3270922303199768,1188.219970703125
2008-09-24,0.7801421284675598,0.0035606601741164,0.2162971496582031,0.0078484760597348,0.9525918960571288,0.0020596233662217,0.0012727318098768,0.0027247208636254,0.0010773438261821,0.0324252769351005,1185.8699951171875
